run_id,scenario,step_index,agent_id,question,subgoal,action,tool_name,tool_args,observation,response,evidence,progress,prompt_tokens,completion_tokens,latency_ms,cost_usd,ground_truth_labels,anomaly_onset_step
near-013,near_duplicate_loop,2,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: ACME Q4 financial results,news_search,{'query': 'ACME Q4 financial results'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,502,87,554.0573175293248,0.001275,['redundant_search_loop'],1.0
near-013,near_duplicate_loop,3,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: latest ACME fourth-quarter earnings,news_search,{'query': 'latest ACME fourth-quarter earnings'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,357,91,851.9859837128879,0.0010815,['redundant_search_loop'],1.0
near-013,near_duplicate_loop,4,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: ACME earnings report for Q4,news_search,{'query': 'ACME earnings report for Q4'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,284,97,774.0914436859023,0.001008,['redundant_search_loop'],1.0
near-013,near_duplicate_loop,5,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: Q4 results released by ACME,news_search,{'query': 'Q4 results released by ACME'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,448,110,1347.2224608214217,0.001332,['redundant_search_loop'],1.0
hallucination-013,hallucination,0,research-agent,What is the capital of France?,Answer using retrieved evidence,Retrieve evidence for the capital of France,knowledge_lookup,{'country': 'France'},Evidence: The capital of France is Paris.,I found a reference answer.,The capital of France is Paris.,0.6,485,104,835.3040644195894,0.0013515,[],
hallucination-013,hallucination,1,research-agent,What is the capital of France?,Answer using retrieved evidence,Synthesize the factual answer,answer_generator,{'use_evidence': True},Evidence remains: The capital of France is Paris.,The capital of France is Berlin.,The capital of France is Paris.,0.6,355,118,1163.623696734732,0.0012404999999999998,['hallucination'],1.0
hallucination-013,hallucination,2,research-agent,What is the capital of France?,Answer using retrieved evidence,Return the final answer,finalizer,{},No additional evidence was collected,Berlin is the capital of France.,The capital of France is Paris.,0.6,448,121,768.0502470960298,0.001398,['hallucination'],1.0
healthy_code-013,healthy_code_repair,0,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 8 remain,run_tests,"{'suite': 'unit', 'iteration': 0}",Test run completed: 8 failures remain,Progress made; 8 tests still fail.,,0.0,302,109,593.4021156315852,0.0011070000000000001,[],
healthy_code-013,healthy_code_repair,1,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 6 remain,run_tests,"{'suite': 'unit', 'iteration': 1}",Test run completed: 6 failures remain,Progress made; 6 tests still fail.,,0.25,352,124,793.2027696723239,0.0012720000000000001,[],
healthy_code-013,healthy_code_repair,2,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 4 remain,run_tests,"{'suite': 'unit', 'iteration': 2}",Test run completed: 4 failures remain,Progress made; 4 tests still fail.,,0.5,312,65,824.9655119676506,0.000858,[],
healthy_code-013,healthy_code_repair,3,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 2 remain,run_tests,"{'suite': 'unit', 'iteration': 3}",Test run completed: 2 failures remain,Progress made; 2 tests still fail.,,0.75,411,94,934.701659682677,0.0011805000000000001,[],
healthy_code-013,healthy_code_repair,4,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 1 remain,run_tests,"{'suite': 'unit', 'iteration': 4}",Test run completed: 1 failures remain,Progress made; 1 tests still fail.,,0.875,478,76,1161.4812718543021,0.001173,[],
healthy_code-013,healthy_code_repair,5,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 0 remain,run_tests,"{'suite': 'unit', 'iteration': 5}",Test run completed: 0 failures remain,Progress made; 0 tests still fail.,,1.0,439,112,559.3903014506204,0.0013305,[],
exact-013,exact_loop,0,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,440,133,1448.2800559289356,0.001458,['repeated_action'],1.0
exact-013,exact_loop,1,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,400,62,589.7882834389882,0.000972,['repeated_action'],1.0
exact-013,exact_loop,2,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,467,101,997.1699981020334,0.0013065,['repeated_action'],1.0
exact-013,exact_loop,3,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,341,58,652.7849055771712,0.0008595,['repeated_action'],1.0
exact-013,exact_loop,4,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,484,59,637.3939226010965,0.00108,['repeated_action'],1.0
exact-013,exact_loop,5,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,380,101,856.8000417653813,0.001176,['repeated_action'],1.0
healthy_polling-013,healthy_async_polling,0,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 0}",Job status: queued,The export job is queued.,,0.0,276,132,662.6974919552185,0.001206,[],
healthy_polling-013,healthy_async_polling,1,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 1}",Job status: running 20%,The export job is running 20%.,,0.25,490,102,865.9724419777358,0.001347,[],
healthy_polling-013,healthy_async_polling,2,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 2}",Job status: running 55%,The export job is running 55%.,,0.5,299,128,648.0564502805299,0.0012165000000000001,[],
healthy_polling-013,healthy_async_polling,3,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 3}",Job status: running 90%,The export job is running 90%.,,0.75,447,105,812.3784604228399,0.0013005,[],
healthy_polling-013,healthy_async_polling,4,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 4}",Job status: completed,The export job is completed.,,1.0,402,86,1413.2836486064434,0.001119,[],
semantic-013,semantic_plan_loop,0,research-agent,Complete the task efficiently and correctly,Design a three-stage customer onboarding journey,"Create a welcome email, guide the user through a product tour, then send a survey",planner,{'plan_version': 0},Critic rejected the plan without actionable feedback,I will generate another onboarding plan.,,0.15,273,78,984.1108830385142,0.0008775,['semantic_repeat'],1.0
semantic-013,semantic_plan_loop,1,research-agent,Complete the task efficiently and correctly,Design a three-stage customer onboarding journey,"Start with an introductory message, provide an in-app walkthrough, and request feedback afterward",planner,{'plan_version': 1},Critic rejected the plan without actionable feedback,I will generate another onboarding plan.,,0.15,458,126,629.5177258063279,0.001443,['semantic_repeat'],1.0
semantic-013,semantic_plan_loop,2,research-agent,Complete the task efficiently and correctly,Design a three-stage customer onboarding journey,"Greet the customer, demonstrate the main product features, and collect opinions in a questionnaire",planner,{'plan_version': 2},Critic rejected the plan without actionable feedback,I will generate another onboarding plan.,,0.15,393,112,719.5504956440593,0.0012615,['semantic_repeat'],1.0
semantic-013,semantic_plan_loop,3,research-agent,Complete the task efficiently and correctly,Design a three-stage customer onboarding journey,"Send an onboarding note, show a guided feature demonstration, and finish with a feedback form",planner,{'plan_version': 3},Critic rejected the plan without actionable feedback,I will generate another onboarding plan.,,0.15,406,117,706.1658571217417,0.001311,['semantic_repeat'],1.0
semantic-013,semantic_plan_loop,4,research-agent,Complete the task efficiently and correctly,Design a three-stage customer onboarding journey,"Introduce the service by email, lead a product walkthrough, and ask the new user for feedback",planner,{'plan_version': 4},Critic rejected the plan without actionable feedback,I will generate another onboarding plan.,,0.15,329,64,940.3996972782195,0.0008775,['semantic_repeat'],1.0
semantic-013,semantic_plan_loop,5,research-agent,Complete the task efficiently and correctly,Design a three-stage customer onboarding journey,"Welcome the account owner, explain the product interactively, and follow up with a satisfaction survey",planner,{'plan_version': 5},Critic rejected the plan without actionable feedback,I will generate another onboarding plan.,,0.15,487,66,1273.7772930725978,0.0011265000000000001,['semantic_repeat'],1.0
error-014,repeated_error_loop,0,research-agent,Complete the task efficiently and correctly,Retrieve a video transcript,Fetch the transcript directly,fetch_transcript,"{'video_id': 'V-42', 'attempt': 0}",HTTP 500: transcript service unavailable,Error: transcript service unavailable (HTTP 500).,,0.1,413,75,1181.9824667267078,0.0010695000000000001,['repeated_error_response'],1.0
error-014,repeated_error_loop,1,research-agent,Complete the task efficiently and correctly,Retrieve a video transcript,Retry the transcript endpoint with a longer timeout,fetch_transcript,"{'video_id': 'V-42', 'attempt': 1}",HTTP 500: transcript service unavailable,Error: transcript service unavailable (HTTP 500).,,0.1,349,101,993.1428430120998,0.0011294999999999999,['repeated_error_response'],1.0
error-014,repeated_error_loop,2,research-agent,Complete the task efficiently and correctly,Retrieve a video transcript,Request transcript metadata first,metadata_api,"{'video_id': 'V-42', 'attempt': 2}",HTTP 500: transcript service unavailable,Error: transcript service unavailable (HTTP 500).,,0.1,322,80,1256.621076458361,0.0009630000000000001,['repeated_error_response'],1.0
error-014,repeated_error_loop,3,research-agent,Complete the task efficiently and correctly,Retrieve a video transcript,Use the archived transcript endpoint,archive_api,"{'video_id': 'V-42', 'attempt': 3}",HTTP 500: transcript service unavailable,Error: transcript service unavailable (HTTP 500).,,0.1,381,118,544.4441449316871,0.0012795,['repeated_error_response'],1.0
error-014,repeated_error_loop,4,research-agent,Complete the task efficiently and correctly,Retrieve a video transcript,Ask the transcript proxy service,proxy_api,"{'video_id': 'V-42', 'attempt': 4}",HTTP 500: transcript service unavailable,Error: transcript service unavailable (HTTP 500).,,0.1,448,114,1267.4054054483854,0.001356,['repeated_error_response'],1.0
error-014,repeated_error_loop,5,research-agent,Complete the task efficiently and correctly,Retrieve a video transcript,Retry through the backup route,backup_api,"{'video_id': 'V-42', 'attempt': 5}",HTTP 500: transcript service unavailable,Error: transcript service unavailable (HTTP 500).,,0.1,326,133,1342.3491955561967,0.001287,['repeated_error_response'],1.0
near-014,near_duplicate_loop,0,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: ACME Q4 earnings,news_search,{'query': 'ACME Q4 earnings'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,293,94,890.288782116945,0.0010035,['redundant_search_loop'],1.0
near-014,near_duplicate_loop,1,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: ACME fourth quarter earnings,news_search,{'query': 'ACME fourth quarter earnings'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,505,122,902.0394622186052,0.0014895,['redundant_search_loop'],1.0
near-014,near_duplicate_loop,2,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: ACME Q4 financial results,news_search,{'query': 'ACME Q4 financial results'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,469,128,588.5881630074523,0.0014715000000000002,['redundant_search_loop'],1.0
near-014,near_duplicate_loop,3,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: latest ACME fourth-quarter earnings,news_search,{'query': 'latest ACME fourth-quarter earnings'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,422,64,938.4762809665863,0.0010170000000000001,['redundant_search_loop'],1.0
near-014,near_duplicate_loop,4,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: ACME earnings report for Q4,news_search,{'query': 'ACME earnings report for Q4'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,436,71,1336.502941034883,0.00108,['redundant_search_loop'],1.0
near-014,near_duplicate_loop,5,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: Q4 results released by ACME,news_search,{'query': 'Q4 results released by ACME'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,353,71,922.3350064282366,0.0009555,['redundant_search_loop'],1.0
hallucination-014,hallucination,0,research-agent,What is the capital of France?,Answer using retrieved evidence,Retrieve evidence for the capital of France,knowledge_lookup,{'country': 'France'},Evidence: The capital of France is Paris.,I found a reference answer.,The capital of France is Paris.,0.6,288,70,1001.8349836193352,0.000852,[],
hallucination-014,hallucination,1,research-agent,What is the capital of France?,Answer using retrieved evidence,Synthesize the factual answer,answer_generator,{'use_evidence': True},Evidence remains: The capital of France is Paris.,The capital of France is Berlin.,The capital of France is Paris.,0.6,415,76,670.6292723869867,0.0010785,['hallucination'],1.0
hallucination-014,hallucination,2,research-agent,What is the capital of France?,Answer using retrieved evidence,Return the final answer,finalizer,{},No additional evidence was collected,Berlin is the capital of France.,The capital of France is Paris.,0.6,375,99,1401.1593172329722,0.0011565,['hallucination'],1.0
exact-014,exact_loop,0,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,405,65,753.0629373532591,0.0009975,['repeated_action'],1.0
exact-014,exact_loop,1,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,400,71,1101.2707961471892,0.001026,['repeated_action'],1.0
exact-014,exact_loop,2,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,307,119,1116.1183073880625,0.0011745,['repeated_action'],1.0
exact-014,exact_loop,3,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,338,76,1132.6215722468914,0.000963,['repeated_action'],1.0
exact-014,exact_loop,4,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,432,127,558.3107022752592,0.00141,['repeated_action'],1.0
exact-014,exact_loop,5,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,274,65,562.279477060948,0.0008010000000000001,['repeated_action'],1.0
healthy_code-014,healthy_code_repair,0,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 8 remain,run_tests,"{'suite': 'unit', 'iteration': 0}",Test run completed: 8 failures remain,Progress made; 8 tests still fail.,,0.0,395,81,1233.2718708521693,0.0010785,[],
healthy_code-014,healthy_code_repair,1,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 6 remain,run_tests,"{'suite': 'unit', 'iteration': 1}",Test run completed: 6 failures remain,Progress made; 6 tests still fail.,,0.25,473,134,1114.2618087542496,0.0015135,[],
healthy_code-014,healthy_code_repair,2,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 4 remain,run_tests,"{'suite': 'unit', 'iteration': 2}",Test run completed: 4 failures remain,Progress made; 4 tests still fail.,,0.5,514,135,1027.3870596989589,0.001581,[],
healthy_code-014,healthy_code_repair,3,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 2 remain,run_tests,"{'suite': 'unit', 'iteration': 3}",Test run completed: 2 failures remain,Progress made; 2 tests still fail.,,0.75,414,116,747.736456903517,0.001317,[],
healthy_code-014,healthy_code_repair,4,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 1 remain,run_tests,"{'suite': 'unit', 'iteration': 4}",Test run completed: 1 failures remain,Progress made; 1 tests still fail.,,0.875,467,93,941.7960436483093,0.0012585,[],
healthy_code-014,healthy_code_repair,5,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 0 remain,run_tests,"{'suite': 'unit', 'iteration': 5}",Test run completed: 0 failures remain,Progress made; 0 tests still fail.,,1.0,290,75,928.8331149259823,0.0008849999999999999,[],
semantic-014,semantic_plan_loop,0,research-agent,Complete the task efficiently and correctly,Design a three-stage customer onboarding journey,"Create a welcome email, guide the user through a product tour, then send a survey",planner,{'plan_version': 0},Critic rejected the plan without actionable feedback,I will generate another onboarding plan.,,0.15,507,114,709.7414026139608,0.0014445,['semantic_repeat'],1.0
semantic-014,semantic_plan_loop,1,research-agent,Complete the task efficiently and correctly,Design a three-stage customer onboarding journey,"Start with an introductory message, provide an in-app walkthrough, and request feedback afterward",planner,{'plan_version': 1},Critic rejected the plan without actionable feedback,I will generate another onboarding plan.,,0.15,333,95,1321.1811214542201,0.0010695000000000001,['semantic_repeat'],1.0
semantic-014,semantic_plan_loop,2,research-agent,Complete the task efficiently and correctly,Design a three-stage customer onboarding journey,"Greet the customer, demonstrate the main product features, and collect opinions in a questionnaire",planner,{'plan_version': 2},Critic rejected the plan without actionable feedback,I will generate another onboarding plan.,,0.15,423,99,1427.0979389608387,0.0012285,['semantic_repeat'],1.0
semantic-014,semantic_plan_loop,3,research-agent,Complete the task efficiently and correctly,Design a three-stage customer onboarding journey,"Send an onboarding note, show a guided feature demonstration, and finish with a feedback form",planner,{'plan_version': 3},Critic rejected the plan without actionable feedback,I will generate another onboarding plan.,,0.15,326,102,998.9315246964666,0.001101,['semantic_repeat'],1.0
semantic-014,semantic_plan_loop,4,research-agent,Complete the task efficiently and correctly,Design a three-stage customer onboarding journey,"Introduce the service by email, lead a product walkthrough, and ask the new user for feedback",planner,{'plan_version': 4},Critic rejected the plan without actionable feedback,I will generate another onboarding plan.,,0.15,314,95,744.8162106709144,0.001041,['semantic_repeat'],1.0
semantic-014,semantic_plan_loop,5,research-agent,Complete the task efficiently and correctly,Design a three-stage customer onboarding journey,"Welcome the account owner, explain the product interactively, and follow up with a satisfaction survey",planner,{'plan_version': 5},Critic rejected the plan without actionable feedback,I will generate another onboarding plan.,,0.15,322,89,938.1242911559682,0.0010170000000000001,['semantic_repeat'],1.0
healthy_polling-014,healthy_async_polling,0,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 0}",Job status: queued,The export job is queued.,,0.0,332,67,567.06292137427,0.0009,[],
healthy_polling-014,healthy_async_polling,1,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 1}",Job status: running 20%,The export job is running 20%.,,0.25,456,133,908.8653113014352,0.001482,[],
healthy_polling-014,healthy_async_polling,2,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 2}",Job status: running 55%,The export job is running 55%.,,0.5,341,96,1388.3889277819464,0.0010875,[],
healthy_polling-014,healthy_async_polling,3,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 3}",Job status: running 90%,The export job is running 90%.,,0.75,420,79,1229.7028788789246,0.001104,[],
healthy_polling-014,healthy_async_polling,4,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 4}",Job status: completed,The export job is completed.,,1.0,515,120,954.1380594957361,0.0014925,[],
healthy_code-015,healthy_code_repair,0,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 8 remain,run_tests,"{'suite': 'unit', 'iteration': 0}",Test run completed: 8 failures remain,Progress made; 8 tests still fail.,,0.0,383,82,1062.5100241466794,0.0010665000000000002,[],
healthy_code-015,healthy_code_repair,1,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 6 remain,run_tests,"{'suite': 'unit', 'iteration': 1}",Test run completed: 6 failures remain,Progress made; 6 tests still fail.,,0.25,284,61,781.6613946873813,0.000792,[],
healthy_code-015,healthy_code_repair,2,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 4 remain,run_tests,"{'suite': 'unit', 'iteration': 2}",Test run completed: 4 failures remain,Progress made; 4 tests still fail.,,0.5,500,91,1019.1223968387021,0.001296,[],
healthy_code-015,healthy_code_repair,3,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 2 remain,run_tests,"{'suite': 'unit', 'iteration': 3}",Test run completed: 2 failures remain,Progress made; 2 tests still fail.,,0.75,315,110,644.5594979128526,0.0011325,[],
healthy_code-015,healthy_code_repair,4,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 1 remain,run_tests,"{'suite': 'unit', 'iteration': 4}",Test run completed: 1 failures remain,Progress made; 1 tests still fail.,,0.875,395,101,1230.3867906706503,0.0011985,[],
healthy_code-015,healthy_code_repair,5,research-agent,Complete the task efficiently and correctly,Repair code until all tests pass,Modify implementation based on test failures; 0 remain,run_tests,"{'suite': 'unit', 'iteration': 5}",Test run completed: 0 failures remain,Progress made; 0 tests still fail.,,1.0,447,60,892.5409075437236,0.0010305,[],
healthy_polling-015,healthy_async_polling,0,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 0}",Job status: queued,The export job is queued.,,0.0,359,101,1034.4973217576712,0.0011445000000000001,[],
healthy_polling-015,healthy_async_polling,1,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 1}",Job status: running 20%,The export job is running 20%.,,0.25,297,104,988.9576420845804,0.0010695,[],
healthy_polling-015,healthy_async_polling,2,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 2}",Job status: running 55%,The export job is running 55%.,,0.5,403,134,1152.7707353105407,0.0014085,[],
healthy_polling-015,healthy_async_polling,3,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 3}",Job status: running 90%,The export job is running 90%.,,0.75,320,71,1426.827018334819,0.000906,[],
healthy_polling-015,healthy_async_polling,4,research-agent,Complete the task efficiently and correctly,Wait for a legitimate asynchronous job to finish,Poll the asynchronous export job with backoff,job_status,"{'job_id': 'J-100', 'poll': 4}",Job status: completed,The export job is completed.,,1.0,461,102,1259.2544223942796,0.0013035,[],
near-015,near_duplicate_loop,0,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: ACME Q4 earnings,news_search,{'query': 'ACME Q4 earnings'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,433,126,1393.222167268499,0.0014055,['redundant_search_loop'],1.0
near-015,near_duplicate_loop,1,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: ACME fourth quarter earnings,news_search,{'query': 'ACME fourth quarter earnings'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,333,80,1080.2905445805486,0.0009795000000000001,['redundant_search_loop'],1.0
near-015,near_duplicate_loop,2,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: ACME Q4 financial results,news_search,{'query': 'ACME Q4 financial results'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,465,119,557.4370627264091,0.0014115,['redundant_search_loop'],1.0
near-015,near_duplicate_loop,3,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: latest ACME fourth-quarter earnings,news_search,{'query': 'latest ACME fourth-quarter earnings'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,279,72,1183.6404170820701,0.0008505,['redundant_search_loop'],1.0
near-015,near_duplicate_loop,4,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: ACME earnings report for Q4,news_search,{'query': 'ACME earnings report for Q4'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,502,121,944.9993601330727,0.0014789999999999998,['redundant_search_loop'],1.0
near-015,near_duplicate_loop,5,research-agent,Complete the task efficiently and correctly,Find ACME Q4 earnings news,Search news using query: Q4 results released by ACME,news_search,{'query': 'Q4 results released by ACME'},The same two earnings articles were returned,The query returned the same earnings coverage.,,0.25,331,96,1386.1729240428906,0.0010725,['redundant_search_loop'],1.0
hallucination-015,hallucination,0,research-agent,What is the capital of France?,Answer using retrieved evidence,Retrieve evidence for the capital of France,knowledge_lookup,{'country': 'France'},Evidence: The capital of France is Paris.,I found a reference answer.,The capital of France is Paris.,0.6,423,75,885.4477667158292,0.0010845,[],
hallucination-015,hallucination,1,research-agent,What is the capital of France?,Answer using retrieved evidence,Synthesize the factual answer,answer_generator,{'use_evidence': True},Evidence remains: The capital of France is Paris.,The capital of France is Berlin.,The capital of France is Paris.,0.6,413,130,832.8273105010609,0.0013995000000000001,['hallucination'],1.0
hallucination-015,hallucination,2,research-agent,What is the capital of France?,Answer using retrieved evidence,Return the final answer,finalizer,{},No additional evidence was collected,Berlin is the capital of France.,The capital of France is Paris.,0.6,520,123,975.557386421621,0.001518,['hallucination'],1.0
exact-015,exact_loop,0,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,413,115,1278.6464149167564,0.0013095,['repeated_action'],1.0
exact-015,exact_loop,1,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,448,97,1146.6399449999053,0.0012540000000000001,['repeated_action'],1.0
exact-015,exact_loop,2,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,473,129,806.1403853519407,0.0014835,['repeated_action'],1.0
exact-015,exact_loop,3,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,273,131,961.3688990991063,0.0011955,['repeated_action'],1.0
exact-015,exact_loop,4,research-agent,Complete the task efficiently and correctly,Retrieve ACME's annual report,Search the document repository for the annual report,search_docs,{'query': 'ACME annual report 2025'},Returned annual_report_2025.pdf,I found the same annual report and will search again.,,0.2,376,61,1062.6766476543053,0.00093,['repeated_action'],1.0
